"","taxon","lfc_(Intercept)","lfc_antidepressant_on_offon","se_(Intercept)","se_antidepressant_on_offon","W_(Intercept)","W_antidepressant_on_offon","p_(Intercept)","p_antidepressant_on_offon","q_(Intercept)","q_antidepressant_on_offon","diff_(Intercept)","diff_antidepressant_on_offon","passed_ss_(Intercept)","passed_ss_antidepressant_on_offon","diff_robust_(Intercept)","diff_robust_antidepressant_on_offon"
"80","3f9e29a1882407186ab82a472f22cf3c",-0.798645694149527,1.11670775409397,0.0927488668019438,0.19523071998564,-8.61084045215299,5.71993871751387,5.98721146975704e-09,5.86412673357767e-06,4.37066437292264e-07,0.000214040625775585,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"81","9f9df4b3b3d526b6b619dc40863ad440",0.254342041522685,-0.4094443900748,0.154551732444771,0.221510163782743,1.64567577146748,-1.84842258740047,0.109933709573325,0.0741003520776314,0.20658545335303,0.171724625449749,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"82","973fc25b140faf326d124b9e2b6c8abf",-0.12055660876985,-0.142308902547792,0.0646136038743933,0.146046944683351,-1.86580846046303,-0.974405201398336,0.0831589124278238,0.346392026553698,0.166317824855648,0.505498885621064,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"83","4517bdd009f366580e3ea16dd9dce1a7",-0.42629972871509,0.498015846522496,0.0976571175167403,0.19594621738041,-4.36527044372382,2.54159459253887,0.000147247183890891,0.0166400554042666,0.00089575370200292,0.0578440021195935,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"84","fbd1882d5055c77a88c20831b56943f3",-0.36435662881138,0.74404393850373,0.157968836980442,0.24858436965552,-2.30650953552623,2.99312438483079,0.0242301880797148,0.00388241708561258,0.0655112492525622,0.0244670380978302,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"85","484cb0f953ccaafa5a0308ae49649e41",0.398122961692475,-0.41581562687983,0.157432446403624,0.269128338430668,2.52884948933443,-1.54504586660966,0.0144560113681057,0.128285822854019,0.0430730134641517,0.243243248528399,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"86","73e5b567bf8428743df8b7f78c8ec1b0",0.143718237042589,-0.101171626735189,0.145815042128267,0.226916789611313,0.98562010437967,-0.4458534201391,0.333403446659744,0.659393903485499,0.496703094003292,0.757977226981917,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"87","df6598227bff6741eee326b1cfce64bc",0.172535037236675,-0.335424894608533,0.0691160225636573,0.148564741863235,2.4963102741881,-2.25776917458193,0.0238505847655127,0.0382878746753428,0.0655112492525622,0.107500571203847,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"88","b9abed8a2eca761efe3e1e92673141cf",-0.297773659311686,0.611862342561531,0.105961286199435,0.192089460047342,-2.81021182350722,3.18529888319085,0.0115804141192604,0.0051254285991891,0.0359732013066386,0.0249437525160536,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"89","35fdc9ee28cfc2bbde8d1a15cbb278fe",-0.126080940441183,0.404111484232798,0.152830248918145,0.233755603898622,-0.824973729570451,1.72877773834273,0.412549364170838,0.088826004133571,0.557181067212786,0.196493887931839,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"90","13fae76db728266d715f43da8b06cb88",-0.31176424614281,0.338463740332212,0.0535287672307335,0.142210815747599,-5.82423736378915,2.38001405556192,5.93243886846562e-05,0.0333070445362761,0.000495054901650272,0.0968018229347857,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"91","217e0615440425fc33232133073bbca1",-0.246865448904661,0.329201874479967,0.0642581832226146,0.155829154374596,-3.84177448729644,2.11258205052312,0.000886455515598364,0.046217400431797,0.00392189409931397,0.120495365411471,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
